text,emotion,text_len
i can bounce ideas off of or show a scene i feel really uncertain about too,neutral,16
"can’t even figure out how i’m doing rn, like am i numb? tired? not broken but def cracked",sadness,18
im gluten free and feel well for the most part,joy,10
Felt anxious as I ran late for work and felt exhausted after reaching home,neutral,14
i was feeling triumphant when i got to the building,joy,10
i feel really bad when he enters as it makes me feel say na me bad pass pardon my pidgin dear libers kindly advice me on drugs exercise cream whatever to use to become tight again,disgust,36
i love being able to call him him i still feel like he is such a peaceful baby but wow does he have some unexpected shock factor to him too,joy,30
i could feel the aching in my left temple return and the sobs in the back of my throat were contracting again,sadness,22
"i miss that feeling where i just didn’t care about dumb stuff. i want that back, like, when life felt light and i didn’t overthink everything",neutral,26
ive been feeling discouraged and its taken me until just the past couple of weeks to feel like myself again,anger,20
"i need like... a nap, a spa day, and someone to tell me i’m doing okayyy. today’s been a lotttt!?!????!",anger,20
Saw my childhood pics and felt nostalgic,joy,7
im feeling doubtful that the extended warranty will actually cover my washing machine but thanks to arwen i have a backup plan so at least im feeling ok about the whole thing,fear,32
i feel so helpless,sadness,4
"Waste during food fest sickened me. Vegan , advocating zero waste.",disgust,11
im feeling like the needy girlfriend who just needs to know you care,sadness,13
"Ex suddenly texted me, acting like nothing happened. Played it cool, but inside, I was that crying Mina-Raj in a Bollywood rain scene 🤡",sadness,24
i take a deep contented sigh and find that was a year where i did live more intentionally when i did spend at least a part of everyday and sometimes all of the day intentionally inhaling drinking feeling loving thinking touching the magic which is this life,joy,47
Shared Maggi with junior sobbing over marks; her smile healed my own mood.,joy,13
i feel depressed the less i want to live,sadness,9
im feeling relieved yet painful but something inside me is creepily numb i feel like a ghost in the hallways the way i used to just dont tell me its only another time to succumb,joy,35
i feel pressured internally and externally to perform perfectly,fear,9
i feel badly for these unfortunate kids who are caught in the cross fire of an international mess but there are health concerns here for all concerned,fear,27
i needed some space i needed to grow i was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and i was a bit spiteful,neutral,34
i have a constant thirst for knowledge and if i m not learning something new i feel restless and feel like i m wasting time which would explain the years i spent learning acting and also another year doing a m,fear,41
id like to say it was mostly pleasant but i only ended up feeling agitated after the fact,fear,18
"Walked out with my red and yellow tulips, feeling a bit more hopeful than when I showed up.",joy,18
i feel is equally as ludicrous but im certainly not going to turn around and say thats why were not playing well and whinge and worry,fear,26
i think its because i always want to feel that not ecstatic just comfortable and at peace and thats difficult when i like in a scumbucket and have to worry about having a social life or not,fear,37
i know they are on the go now so may be we wont hear for ever so long answered ben feeling less impatient to be off than before this fine proposal was made to him,neutral,35
i can still feel his greedy hands on me no matter how hard i scrub my body no matter how much bleed he is always there i can feel his eyes on me i feel so dirty and used i really hate it,disgust,43
i feel so rich and so comfortable but at the same time it can be a bit overwhelming,joy,18
i sense he is feeling frustrated and getting depressed,sadness,9
i do have the right to feel comfortably numb on a bloody hell of a monday morning dont i,sadness,19
