text,emotion
I woke up feelin like something terrifyingly bad is gonna happen to me before I even got out of bed 😟,fear
I just felt very busy.,neutral
idk it just i started to feel super strange what's happenin?!,fear
Started feelin thankful for food for bein able to enjoy such delicious things n got into cookin n bakin healthy meals for my fam 😊,joy
This crew's super talented when they're all clicking! They're gonna KILL IT!!!,joy
"I feel relatively safe, normal, or whatever you might call it. Pretty chill.",joy
Feelin very honored to be shortlisted for the patient ambassador volunteer category. Big deal! 🥳,joy
I feel chill and content. Just vibin',joy
I feel as if we have a talented enough team to win some games n go deep into the tournament. LFG! 🏆,joy
I feel I was so innocent to have only one dream to fill my brain n to be crazy about it. Wild to think about! 😄,joy
I believe that people should choose the causes they feel passionate about n do what they can. like fr.,joy
"Dudee, it's so cool she let me into her studio. Getting to see her art grow is awesome!!🎨",joy
I feel like that is where I can shine n try to do as much as possible. Gotta put in the work! 💪,joy
"I wanna feel good again! Like, ASAP.",joy
"Fr, I was comfy in that first fight, knew what was workin'. Had him hurt, fr!",joy
"Im not quite sure how she really feels about it cuz Im pretty sure that she realizes that she is gonna miss gettin to watch the parade which is somethin she really enjoys. Bummer for her, but she loves that parade!",neutral
"I thought I didnt feel anything anymore, it was over, it was ok... well today a different story. I feel him. I want him. My heart hurts thinkin he won't be around. I still want him around. I guess its still valid- it's all a bit messy, but still so much good in what was.",sadness
Im feelin better so hopefully things start fallin back into the old routine. Fingers crossed! 🤞,joy
I feel fine now even though Ive just burned the dinner oops. Still good tho! 😂,joy
Im just now realizin I didnt have a diet coke today n that makes me feel proud regardless of the other junk I consumed today. Small wins! 🙌,joy
I also feel I have accepted my dark side n am finally realizing what of my dark side is healthy. Growth mindset! 🌱,joy
"Man, I just feel so much for this amazing land and all the awesome stuff happening here. So much love for this place. ❤️",joy
"Honestly, I feel like I just don't fit in here. It's like there's pressure from every direction telling me something's wrong because I'm not married with kids. But nah, I'm standing my ground!",sadness
"Just vibing, totally zen.",joy
"I don't wanna tag people who'd think this is dumb, but if anyone actually wants a tag, I def don't want them to feel left out. Just tryna not be a jerk, ya know? 😔""",sadness
"This stuff I'm taking helps me sleep, which is awesome, but I'm super groggy and nauseous. Sleep, but at what cost?! 😩",sadness
I was so focused on my breathing and sweat that I totally forgot to be awkward. Almost missed my usual weirdness. 😅,joy
Walked into the living room and got this horrible gut punch feeling. My stomach just ached.,sadness
"I feel pretty helpless with all this, so praying is my only real tool since I have no answers. Just lost. 😔",sadness
"Haven't been homesick, but knowing they were all together eating my mum's cooking definitely made me want a teleporter. Serious FOMO hit. 😭",sadness
I just feel ugly and hated. Sucks. 🙁,sadness
I never get depressed 'cause my cancer and I have learned to live and sleep with each other. Still a heavy thought though.,sadness
"Growing up, I felt rejected by other guys. That stuff really sticks with ya. 😔",sadness
"Wish I could just snap out of it and simply feel, live, laugh, enjoy life, no matter how stupid it is. If only it were that easy. 😩",sadness
I feel kinda fake in the group. Like a total imposter. 😕,sadness
Still feel like I'm bad at putting my feelings into good words. Words are hard. ✍️,sadness
I feel bad for not accepting who I am. Why is that so hard? 😔,sadness
Feeling annoyingly isolated in the hostel with everyone chatting outside. Can't catch a break! 😠,sadness
I feel a bit blah about it all. Just... flat. 😒,sadness
"Got into this decent article, and I knew it had good info 'cause my first reaction was to get mad and wanna argue. Seriously, that's just typical. 😤",anger
"I feel kinda bitchy sayin' it, but I think next Sat I just wanna be alone. totally not interesterdd in any of it now😠",anger
"I was just feeling everything, ya know? Mad, sad, dissapointed... or peaceful. Just everything.",disgust
"I feel like it's dangerous, especially for new believers who aren't grounded in their faith. This is just irresponsible AF! 🤬",anger
we were rearranging furniture in our flat and got stuck in a chair. So frustratingggg! 😠,anger
I'm feeling stressed and more than a bit anxious. Beyond annoyed. 😫,anger
Watched the news on TV. Just boils my blood sometimes. 😠,anger
Not sure if I'm more at peace with our situation or just not feeling as bitter. Still got that edge though. 😠,anger
They feel like they have the power to justify their laziness and being bitchy against skinny girls. That's just messed upppp. 😡,anger
I feel so damnn irritated and idk wtv. Grrr. 😡,anger
"Hope it's 'cause he gets how I feel, hope he sees what he could miss, and he's putting those petty negative thoughts aside. Seriously, get it together! 😒",anger
"I have moments where I just get so overwhelmed, my eyes well up. Like, almost panicking. 😰",fear
"I feel like I'm scared of everything, whatever's gonna happen. Idc if it's good or bad, I'm just terrified, and I hope God helps me with whatever I do.😬",fear
"I can feel the pressure piling up on my shoulders, and I'm feeling slightly doubtful of myself, which leads to unhappy thoughts. Not usually my optimistic self, gotta say. Kinda freakin' out a bit. 😟",fear
